Friendly name,prefix,body,description
maxbounces,#maxbounces,~#maxbounces~,Set the maximum number of bounces for a chain lightning (effect 134) type of spell effect.
maxprison,#maxprison,~#maxprison~,Gods of this nation must not be imprisoned to more than this level. 0=awake 1=dormant 2=no limit.
maxsize,#maxsize,~#maxsize~,This item can only by a unit of this size or smaller.
melee50,#melee50,~#melee50~,This melee weapon only has 50% chance of being used.
melee50,#melee50,~#melee50~,This melee weapon only has 50% chance of being used.
merccost,#merccost,~#merccost~,Mercenaries are this much more expensive. Can be negative.
mind,#mind,~#mind~,Mindless beings are immune to this weapon.
mindslime,#mindslime,~#mindslime~,Grants the mindslime ability.
mindvessel,#mindvessel,~#mindvessel~,Just read the wiki.
minmen,#minmen,~#minmen~,Once the number of troops fall below this recruitment of new troops will start.
minpay,#minpay,~#minpay~,The minimum amount of gold the band can be hired for.
minprison,#minprison,~#minprison~,Gods of this nation must be imprisoned to at least this level. 0=no limit 1=dormant 2=imprisoned.
minsize,#minsize,~#minsize~,This item can only by a unit of this size or larger.
minsizeleader,#minsizeleader,~#minsizeleader~,A unit with this Attribute can only be lead by a commander whos minimum Size is equal to or greater then the listed value. 0-6
miscshape,#miscshape,~#miscshape~,Use this for strange things like cubes or fountains.
misfortune,#misfortune,~#misfortune~,How (mis)fortune affects the possibility of an event being good. Default is 15.
modname,#modname,~#modname~,A short name for the mod. It will be displayed in the mod preferences.
mon,#mon,~#mon~,Adds a monster that can be recruited by the owner of this site.
monpresentrec,#monpresentrec,~#monpresentrec~,This monster can only be recruited if a unit of monster name type is present in the recruiting province. Montag numbers can be used.
montag,#montag,~#montag~,"This command assigns a monster tag value to a creature. The value must be a number between 1000 and 100000. The monster tag value is a summoning marker that can be used with the other monster summoning commands and in spell modding to summon randomly determined monsters from a defined list. When a summoning command or spell is used with the montag value a random creature with that montag value is summoned. Use a minus sign before the value when using it in this manner for the command to work correctly.  Example, Five monsters with a #montag 2500 could be set as random monster summons by assigning #summon2 -2500 to another monster. This would result in two random monsters from those five being summoned.  The monster tag can also be used as damage value for summoning spells which will then summon a random monster from the group with the same tag. To use it that way set spell damage to [minus]."
montagweight,#montagweight,~#montagweight~,Use this command after a montag command to make it more likely to appear than other monster with the same montag. The weight defaults to 1 which gives this montag the same chance of occurring as other montags with weight 1 (or no specified weight). A weight of 2 will make it twice as likely to appear and so forth. Maximum weight is 100.
mor,#mor,~#mor~,The morale of the monster. A normal human soldier has morale 10 a satyr of Pangaea has 8 and a fierce minotaur has 13. Giving a monster 50 in morale makes it mindless and prone to dissolving due to lack of proper leadership. Undead with a mind but nothing to lose usually have 30 in morale.
morale,#morale,~#morale~,The item grants a morale bonus.
mountaincom,#mountaincom,~#mountaincom~,This commander can be recruited in mountain provinces with or without fort. See the box below for all command names.
mountainrec,#mountainrec,~#mountainrec~,This unit can be recruited in mountain provinces with or without fort. See the box below for all command names.
mountainsurvival,#mountainsurvival,~#mountainsurvival~,Monster has the Mountain Survival skill. Mountain terrain does not hinder movement and the monster can cross mountain passes even if it is cold in the provinces the pass connects.
mounted,#mounted,~#mounted~,Indicates the monster is mounted. Mounted monsters have increased defense (+3) and do not suffer from armor encumbrance but should have about two extra in basic encumbrance.
mountedhumanoid,#mountedhumanoid,~#mountedhumanoid~,Regarding hit locations this is the same as humanoid but it removes the boot item slot and is provided for convenience because humanoid cavalry is very common. Use this for cavalry centaurs and similar.
mr,#mr,~#mr~,The item grants a magic resistance bonus.
mrnegates,#mrnegates,~#mrnegates~,The effects of the weapon can be resisted by MR.
mrnegateseasily,#mrnegateseasily,~#mrnegateseasily~,The effects of the weapon can be easily resisted by MR.
msg,#msg,~#msg~,"Message text for the event. For many event modding commands that need item or site names to be determined for the event to function, the item or site name to be added to the end of the text of this command in brackets."
multihero1,#multihero1,~#multihero1~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero2,#multihero2,~#multihero2~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero3,#multihero3,~#multihero3~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero4,#multihero4,~#multihero4~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero5,#multihero5,~#multihero5~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero6,#multihero6,~#multihero6~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero7,#multihero7,~#multihero7~,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
mute,#mute,~#mute~,The item bearer becomes Mute. The affliction cannot be healed until the item is removed.
naga,#naga,~#naga~,Snake like lower part and a humanoid upper body. Use this for nagas.
name,#name,~#name~,Sets the name of the nation. Even though the name of a nation is changed the file names for the 2h and trn files will be the same as the old nations. If the name is changed then this must be the first command when modifying the nation.
nametype,#nametype,~#nametype~,Sets the type of random name that this monster gets when its a commander. For name numbers and their meaning see table Name Types. If you do not set the name type explicitly then Dominions will take a guess based on gender size resistances and so forth and sometimes come up with the correct result anyway. Nametypes 161 \u2013 299 should be used for modding purposes.
nat,#nat,~#nat~,Sets the nation for the following two commands.
natcom,#natcom,~#natcom~,Adds a monster that can be recruited as commander if the site is owned by the nation set by the #nat command.
nation,#nation,~#nation~,"Sets the nation that owns the event. The default owner is independents.  -1 = random enemy -2 = province owner The effects of the event are applied in the province where the event occurs and by the nation who owns the event. In an event with an attack, it can be used to set the attacking troops to be non-independents."
nationench,#nationench,~#nationench~,Sets the event owner to the nation that has this global enchantment active. This command is useful to create global enchantments that spawns units owned by the caster of the global enchantment.
nationinc,#nationinc,~#nationinc~,The nation will receive this much extra gold each month. The percentage value can be negative to make a nation that earn less gold.
nationrebate,#nationrebate,~#nationrebate~,The item is 20% cheaper to forge for this nation. Can be used multiple times on one item to enable it for a few nations. A nation nbr of -1 uses the last manipulated nation so this command can be used with #newnation.
natmon,#natmon,~#natmon~,Adds a monster that can be recruited if the site is owned by the nation set by the #nat command.
natural,#natural,~#natural~,Marks the weapon as a natural ranged weapon. Use this for things like breath weapons or mind blasts. Weapons with this attribute will not be affected by blesses like fire weapons.
natureattuned,#natureattuned,~#natureattuned~,Chance of getting a bonus level of magic when transformed into this being.  In place of [path] insert the name of the magic path in all lower case for the correct command (#fireattuned #airattuned etc).
natureblessbonus,#natureblessbonus,~#natureblessbonus~,Gods of this nation will get extra bless design points of this type.
natureboost,#natureboost,~#natureboost~,One commander determined by target requirements or the monster number may gain +1 Nature magic.
naturerange,#naturerange,~#naturerange~,All Nature rituals cast in this province have their range increased by
neednoteat,#neednoteat,~#neednoteat~,This monster doesnt need any food and doesnt consume any supplies. To create a monster that cannot starve but still eats combine this effect with a negative #supplybonus.
neighbour,#neighbour,~#neighbour~, Makes it possible to move between these two provinces (in both directions). Use the map editor to set province neighbors. Doing it from the map file with a text editor is VERY difficult.
neighbourspec,#neighbourspec,~#neighbourspec~, This command can be used to create a mountain pass or other type of special border between two provinces. Spcnbr indicates a special border types from these values: 0 = standard border
newdom ,#newdom,~#newdom~,Changes dominion to that of the event owner and sets it to the level of 1d(value) candles.
newweapon,#newweaopn,~#newweapon~,Weapon number for new weapons should be a number between 800 and 1999. It must not be the same as any other weapon. This new weapon will be affected by the following modding commands and there should be an #end command at the end.
nextingeo,#nextingeo,~#nextingeo~,The spell after this will also take effect if it cast in this terrain. For combat spells only.
nextspell,#nextspell,~#nextspell~,With this command the effect of another spell will also take place when the effect of the main spell occurs. The nextspell takes place on every area where the main spell takes effect. So make sure the area of the second spell isnt greater than 1 or there will be overlaps.
nhwound,#nhwound,~#nhwound~,The item bearer suffers a Never Healing Wound which cannot be healed until the item is removed.
noaging,#noaging,~#noaging~,The wielder of this item has a chance of not aging each year.
noagingland,#noagingland,~#noagingland~,Friendly units in the same province as this item have a chance of not aging each year.
nobadevents,#nobadevents,~#nobadevents~,The monster will reduce the chance of negative events in his current province. The value is the percent chance of negating a possible bad event.
nocastmindless,#nocastmindless,~#nocastmindless~,1 means mindless units cannot cast this spell.
nocoldblood,#nocoldblood,~#nocoldblood~,The item cannot be used by coldblooded beings.
nodeathsupply,#nodeathsupply,~#nodeathsupply~,A death scale does not adversely affect supplies. Abysia has this ability.
nodemon,#nodemon,~#nodemon~,The item cannot be used by demons.
nofind,#nofind,~#nofind~,The item cannot be found after battle.
noforeignrec,#noforeignrec,~#noforeignrec~,Nation cannot recruit independent units.  These commands set the nations province defense (PD).
noforgebonus,#noforgebonus,~#noforgebonus~,Dwarven hammers and similar will not grant any rebate when used to create this item.
nogeodst,#nogeodst,~#nogeodst~,Ritual cannot target provinces with any of these terrains. See table Terrain masks. Only used for spells that target faraway provinces
nogeosrc,#nogeosrc,~#nogeosrc~,Ritual cannot be cast from any of these terrains. See table Terrain masks.
noheal,#noheal,~#noheal~,This monster does not heal naturally. If it is a magic being it will heal if it is located in a province with a lab.
nohof,#nohof,~#nohof~,The monster cannot enter the Hall of Fame.
nohomelandnames,#nohomelandnames,~#nohomelandnames~, When this switch is used
noimmobile,#noimmobile,~#noimmobile~,The item cannot be used by immobile beings.
noinanim,#noinanim,~#noinanim~,The item cannot be used by inanimate beings.
noitem,#noitem,~#noitem~,This monster can only use misc items.
nolandtrace,#nolandtrace,~#nolandtrace~,1 = ritual range cannot trace over land 0 = ritual range can trace over land (default)
noleader,#noleader,~#noleader~,"This monster cannot lead units when it is a commander. Use this for scouts and assassins.  Leadership Rules, Undead beings require undead leadership Demons require undead leadership Magic beings require magic leadership. Monsters that are both undead and magic being OR demon and magic being require undead leadership"
nolog,#nolog,~#nolog~,Event does not appear in the chronicle (event history) of the province where it occurs.
nomagicleader,#nomagicleader,~#nomagicleader~,This monster cannot lead magic units when it is a commander (unless it it is a mage). This is the default.
nomounted,#nomounted,~#nomounted~,The item cannot be used by mounted beings.
nomovepen,#nomovepen,~#nomovepen~,Monster ignores movement penalty from armor. This is used for chariots.
nonamefilter,#nonamefilter,~#nonamefilter~, Map filter that displays province names is disabled when this command is used. Does not work correctly.
nopreach,#nopreach,~#nopreach~,Priests of this nation cannot preach. Mictlan has this disadvantage.
norange,#norange,~#norange~,This monster will never stay put in order to fire. Horrors with range weapons have this ability.
norepel,#norepel,~#norepel~,This weapon cannot be used to repel attacks.
noreqlab,#noreqlab,~#noreqlab~,Recruiting this monster never requires a lab even if it is a mage.
noreqtemple,#noreqtemple,~#noreqtemple~,Recruiting the monster never requires a temple even if it is sacred.
noriverpass,#noriverpass,~#noriverpass~,The monster is unable to cross rivers even when they are frozen like a vampire.
noslowrec,#noslowrec,~#noslowrec~,Removes the slowrec attribute.
nostart,#nostart,~#nostart~, Tags a province as nonstartable. No player will start here when placed at random. This command can also be set from the map editor
nostr,#nostr,~#nostr~,The strength of the weapon wielder will not be added to the damage. This is normally used for the weapons of mounts that have a damage value that is independent of the riders strength.
notdomshape,#notdomshape,~#notdomshape~,The monster changes to this shape when not inside a friendly dominion.
notext,#notext,~#notext~,Event does not generate a message.
notfornation,#notfornation,~#notfornation~,Restricts a spell so that it cannot be used by this nation. This command can be used multiple times on the same spell.
notmnr,#notmnr,~#notmnr~,This type of monster is unable to cast this ritual. Monster nbr can be negative for a montag. This command can be used multiple times on the same spell for non-montags.
noundead,#noundead,~#noundead~,The item cannot be used by undead.
noundeadgods,#noundeadgods,~#noundeadgods~,This nation cannot choose any pretender that is undead. Marignon has this feature.
noundeadleader,#noundeadleader,~#noundeadleader~,This monster cannot lead undead units when it is a commander (unless it it is a death or blood mage). This is the default.
nouw,#nouw,~#nouw~,This ranged weapon cannot be used underwater. This is the default property of all ranged weapons but the command can be used to remove the ability to fire underwater from an existing ranged weapon (e.g. lightning mind blast or ethereal crossbow).
nowatertrace,#nowatertrace,~#nowatertrace~,1 = ritual range cannot trace through water provinces 0 = Ritual range can trace through water provinces (default)
nowish,#nowish,~#nowish~,This monster cannot be wished for.
nratt,#nratt,~#nratt~,Sets the number of attacks per round for a weapon. For slow missile weapons set this value to -2 for every other round or -3 for every third round.
nreff,#nreff,~#nreff~,Sets the number of effects for this spell. For summoning spells this determines how many creatures are summoned. Add 1000 2000 or 3000 to this value to give more powerful casters more effects. Every 1000 gives one additional effect for every level of the caster. Add 500 instead to give one extra effect for every two levels the caster exceeds the requirement of the spell.
nrunits,#nrunits,~#nrunits~,Number of troops in the band.
okleader,#okleader,~#okleader~,Leadership value 40. This is the default value and it is the standard for non-elite commanders. Commander cost +30. Commanded units have a morale modifier of 0 for two or fewer squads and -1 for every additional squad.
okmagicleader,#okmagicleader,~#okmagicleader~,This monster has an innate ability to command 40 magic beings. This is a very rare ability that only most magic beings possess.
okundeadleader,#okundeadleader,~#okundeadleader~,This monster has an innate ability to command 40 undead beings. This is a rare ability that usually only demons or undead beings possess.
older,#older,~#older~,Makes the monster start somewhat older or younger than its calculated or preset start age.
onebattlespell,#onebattlespell,~#onebattlespell~,Monster will automatically cast this spell just before the battle starts. There is no fatigue cost. This spell cannot be a spell added by a mod it must be an original Dominions 5 spell. You can modify the spell used by this command though.
onisummon,#onisummon,~#onisummon~,This unit has a chance of attracting one or more Ko-Oni per month. The Oni will only come if there is unrest or a turmoil scale in the province. The higher the unrest and turmoil the greater chance that a group of Ko-Oni will appear. The value of this ability will also modify this chance. A normal value is 50.
onlyatsite,#onlyatsite,~#onlyatsite~,Ritual can only be cast in provinces containing this site.
onlycoastsrc,#onlycoastsrc,~#onlycoastsrc~,1 means this ritual can only be cast from a coast province.
onlycoldblood,#onlycoldblood,~#onlycoldblood~,The item can only be used by coldblooded beings.
onlydemon,#onlydemon,~#onlydemon~,The item can only be used by demons.
onlyfriendlydst,#onlyfriendlydst,~#onlyfriendlydst~,1 = can only target allied provinces 0 = turn this feature off (default)
onlygeodst,#onlygeodst,~#onlygeodst~,Ranged ritual can only target one of these terrains. See table Terrain masks. Only used for spells that target faraway provinces.
onlygeosrc,#onlygeosrc,~#onlygeosrc~,Ritual can only be cast from one of these terrains. See table Terrain masks for possible terrain mask values.
onlyinanim,#onlyinanim,~#onlyinanim~,The item can only be used by inanimate beings.
onlymnr,#onlymnr,~#onlymnr~,Only this type of monster is able to cast this ritual. Monster nbr can be negative for a montag. This command can be used multiple times on the same spell for non-montags.
onlymounted,#onlymounted,~#onlymounted~,The item can only be used by mounted beings.
onlyowndst,#onlyowndst,~#onlyowndst~,1 = can only target own provinces 0 = can target any province (default)
onlyundead,#onlyundead,~#onlyundead~,The item can only be used by undead.
order,#order,~#order~,"Set special event orders that are enabled for the province (investigate, accept, decline etc). If several orders are needed to be available, add together all the mask values for the orders. The nil order resets all order options. See table below."
overcharged,#overcharged,~#overcharged~,Grants the overcharged ability.
owner,#owner,~#owner~, Changes the ownership of the active province. Nation nbr indicates the new owner. Nation numbers can be found in the Early Era Nations table and the three following tables.
ownsmonrec,#ownsmonrec,~#ownsmonrec~,This monster can only be recruited if a unit of monster name type is owned by the recruiting player. Montag numbers can be used.
path,#path,~#path~,"The path of the spell. Reqnr should be 0 for the first required path and 1 for the second required path. The path nbr should be a number between -1 and 8, see table Magic path numbers for spells."
pathboost,#pathboost,~#pathboost~,"The mage who gains this event has the specified path level increased by 1, to a maximum of 5. The target of this event is set by the target requirements of the event."
pathcost,#pathcost,~#pathcost~,The cost for a new path in design points when this monster is used as a god. Standard is a value between 10 (arch mage) and 80 (dragon). By using this command the monster will also be selectable as a god.
pathlevel,#pathlevel,~#pathlevel~,Level required to cast this spell.
patience,#patience,~#patience~,The patience value increases the chances of the assassin to catch his target unawares and without bodyguards. Each point of patience decreases the chance of bodyguards being present by 10%. If the bodyguard unit has the Bodyguard ability it reduces the effectiveness of the assassins Patience.
patrolbonus,#patrolbonus,~#patrolbonus~,A value of ten will make this monster count as ten extra humans when it comes to patrolling. This value can also be negative for extra poor performance.
pen,#pen,~#pen~,The item grants a penetration bonus that makes spells cast by the bearer harder to resist.
pierce,#pierce,~#pierce~,The weapon does piercing damage. Monsters with Pierce Resistance only take half damage.
pierceres,#pierceres,~#pierceres~,The monster takes half damage from piercing weapons.
pillagebonus,#pillagebonus,~#pillagebonus~,A monster with this ability excels at pillaging. A barbarian has a pillage bonus of one which makes them count as one man extra when it comes to pillaging.
plainshape,#plainshape,~#plainshape~,The monster changes to this shape when moving from a forest province to a non-forest province. If the monster also has a watershape the watershape takes precedence over the plainshape such as when moving from a forest to a water province.
plant,#plant,~#plant~,The monster is a plant. Plants cannot be turned into zombies by Raise Dead or other methods.
poison,#poison,~#poison~,One commander determined by target requirements is poisoned. The poison effect is armor negating but the damage will vary a bit anyway because of the usual +2d6 -2d6 calculations.
poisonarmor,#poisonarmor,~#poisonarmor~,Anyone striking this monster with short weapons will be poisoned.
poisoncloud,#poisoncloud,~#poisoncloud~,Monster is surrounded by a poison cloud. Standard size is 6.
poisonres,#poisonres,~#poisonres~,The item grants a Poison Resistance bonus.
poisonskin,#poisonskin,~#poisonskin~,The monster has a skin that exudes a paralyzing poison which does fatigue damage to anyone attacking it with length 0 weapons. The value is the damage rating of the poison.
polygetmagic,#polygetmagic,~#polygetmagic~,1 means a unit polymorphed by this ritual will get the magic of the target creature.
polyimmune,#polyimmune,~#polyimmune~,This monster cannot be polymorphed in combat.
pooramphibian,#pooramphibian,~#pooramphibian~,This monster can travel under water but is hindered by it.
poorleader,#poorleader,~#poorleader~,Leadership value 10. This is the standard value for mages. Commander cost +15. Commanded units have a morale modifier of -1 if in a single squad and an additional -1 for every additional squad.
poormagicleader,#poormagicleader,~#poormagicleader~,This monster has an innate ability to command 10 magic beings. This is a very rare ability that only most magic beings possess.
poorundeadleader,#poorundeadleader,~#poorundeadleader~,This monster has an innate ability to command 10 undead beings. This is a rare ability that usually only demons or undead beings possess.
popkill,#popkill,~#popkill~,The monster kills [10 x amount] of population in the province it resides in every month. This applies to both commander and non-commander units with this attribute.
poppergold,#poppergold,~#poppergold~,The amount of people required for one gold in taxes. Default is 100.
poptype,#poptype,~#poptype~, Sets the population type of the active province. This determines which troops may be recruited in the province. Poptype numbers can be found in the large table on the following page. If poptype is set with a number higher than existing poptypes
population,#population,~#population~, Sets the population number of the active province.
prec,#prec,~#prec~,The item grants a precision bonus.
precision,#precision,~#precision~,Set the precision for this spell.
priestreanim,#priestreanim,~#priestreanim~,All priests of this nation are able to reanimate the dead as if the had the #reanimpriest attribute. They also gain the 15 points of undead leadership per holy magic level they would have received from that attribute.
prophetshape,#prophetshape,~#prophetshape~,Unit will change into this monster when made a prophet. Monster nbr can be negative for montag usage.
prot,#prot,~#prot~,The monsters natural protection. This value should be 0 for all humans 5 for a lizardman or about 18 for a huge and scaly dragon.
provrange,#provrange,~#provrange~,Sets the range of a ritual in provinces.
purgecalendar,#purgecalendar,~#purgecalendar~,Removes an event determined by attr from the global event calendar.  1 = the event that had been added after this event would be affected. 0 = current event -1 = the previous event. The event calendar contains the planned global events that will occur in the coming 7 months.
purgedelayed,#purgedelayed,~#purgedelayed~,Removes an event from the delayed event list (same attr as previous command). Delayed events are events added by the #delay command.
quadruped,#quadruped,~#quadruped~,Four legged beasts. Use this for Elephants lions wolves and similar.
quickness,#quickness,~#quickness~,The item grants Quickness (double movement +2 attack & defense attacks twice as often).
raiseonkill,#raiseonkill,~#raiseonkill~,Monster has a chance in percent to raise the people it kills as soulless.
raiseshape,#raiseshape,~#raiseshape~,Changes soulless to another kind of unit for the #raiseonkill or #dt_raise effects. Monster number can be negative for montag usage.
randequip,#randequip,~#randequip~,How powerful magic equipment the commander will have. 0=none 3=extremely powerful stuff.
randomequip,#randomequip,~#randomequip~, Gives random magic items to the active commander. Rich must be between 0 and 4. A value of 0 means small chance of getting a magic item and 4 means large chance of getting many powerful items.
randomspell,#randomspell,~#randomspell~,The monster has a
range,#range,~#range~,Sets the battlefield range for this spell. Add 5000 to this value to give longer range (5 extra per level) to more powerful casters.
range0,#range0,~#range0~,This ranged weapon can also be used in melee.
range050,#range050,~#range050~,This ranged weapon has a 50% chance of being used in melee.
raredomsummon,#raredomsummon,~#raredomsummon~,There is a flat 8% chance of summoning one creature of this type when in a province with friendly dominion.
rarity,#rarity,~#rarity~,"Sets the rarity of the event. Normal events should use number 1, 2, -1, -2, -11 or -12. The other numbers are always events that are best used for creating global enchantment effects or special dominion effects."
rcost,#rcost,~#rcost~,The cost in resources. The resource cost of weapons and armor will be added to this. Most human troops have a rcost of one. Heavy cavalry have a base rcost of 8 - 20 (to represent the barding of the mount) combined with #ressize 2 for human-sized armor and weapons.
reanimator,#reanimator,~#reanimator~,The monster will reanimate this number of corpses automatically every turn.
reanimpriest,#reanimpriest,~#reanimpriest~,A priest with this attribute will be able to raise undead.
recallgod,#recallgod,~#recallgod~,The nation is better at Call God than other nations. This value is added to the priest level of all priests when they perform Call God.
reclimit,#reclimit,~#reclimit~,The monster can only be recruited in limited numbers. You can only recruit
recrate,#recrate,~#recrate~,The rate at which new troops are bought. A value of 100 means one per month.
recuperation,#recuperation,~#recuperation~,The item grants the recuperation ability.
reform,#reform,~#reform~,This is a combat ability. The monster has this chance of getting a new healthy body when killed.
reformtime,#reformtime,~#reformtime~," Alters the time taken to reform the immortal’s body. The standard time is 3 months, use #reformtime -2 if you want the immortal to reappear the next month."
regeneration,#regeneration,~#regeneration~,The monster regenerates like a troll and heals damage every combat round. The percent value indicates how many percent of its total hit points are regenerated every turn. The standard value for regeneration is 10.
reinvigoration,#reinvigoration,~#reinvigoration~,Reduces the fatigue by points amount every turn in battle. This value can be negative to gain extra fatigue in battle instead. Lower fatigue reduces the chance of the monster suffering critical hits while higher fatigue increases it.
removesite,#removesite,~#removesite~,Removes a site from the province. Use -1 for site number to place [sitename] instead. [sitename] must be added to event message text in brackets. The site will be be removed regardless of being found or not.
req_2monsters,#req_2monsters,~#req_2monsters~,This monster must be present in the province and there must be at least 2 of them.
req_5monsters,#req_5monsters,~#req_5monsters~,This monster must be present in the province and there must be at least 5 of them.
req_anycode,#req_anycode,~#req_anycode~,"Event code must be present somewhere in the world. Can be used multiple times for an event. If the command is used multiple times, one of the codes being present is sufficient to fulfill the requirement."
req_arenadone,#req_arenadone,~#req_arenadone~,The will require that an arena battle has taken place (been resolved) earlier this turn. If set to zero an arena battle must not have taken place.
req_capital,#req_capital,~#req_capital~,Event can only happen in capital provinces. This includes conquered capital provinces.  1 = only in capitals 0 = never in capitals
req_cave,#req_cave,~#req_cave~,"Event requires the province to have cave terrain. 1 = must be cave, 0 = cannot be cave."
req_chaos,#req_chaos,~#req_chaos~,Turmoil scale required.
req_claimedthrone,#req_claimedthrone,~#req_claimedthrone~,The throne [sitename] must be claimed by someone. Combine with #req_site to target the throne province.
req_coast,#req_coast,~#req_coast~,"Event requires the province to have coastal terrain. 1 = must be coast, 0 = cannot be coast."
req_code,#req_code,~#req_code~,"Province must have this event code. Can be used multiple times for an event. If the command is used multiple times, one of the codes being present is sufficient to fulfill the requirement. Use #req_code 0 for events that generate event codes. Otherwise they may break ongoing event chains."
req_cold,#req_cold,~#req_cold~,Cold scale required.
req_commander,#req_commander,~#req_commander~,"There must be a non-sneaking commander present for the event to happen. 1 = yes, 0 = no."
req_deadmnr,#req_deadmnr,~#req_deadmnr~,"This monster must be present or be among the dead monsters or the event cannot happen. Unique monsters and heroes stay among the dead monsters when they are killed, ordinary monsters are purged from memory when they are killed. Use this command to see if a unique monster has ever been summoned to the game."
req_death,#req_death,~#req_death~,Death scale required.
req_domchance,#req_domchance,~#req_domchance~,"Requires a dominion and the higher dominion the higher the chance of this event happening. The owner of the dominion, friendly or not, does not matter for this command. The event will have dominion value * this value % chance of happening (if it should have happened without this command that is). This command can be used to create global enchantments that have the chance of something happening scale with dominion strength."
req_dominion,#req_dominion,~#req_dominion~,The province must have the owners dominion at  candles or more.
req_domowner,#req_domowner,~#req_domowner~,The event requires this nation to have dominion in the province.
req_ench,#req_ench,~#req_ench~,This enchantment must be active.
req_enchdom,#req_enchdom,~#req_enchdom~,This enchantment must be active and in its owners dominion.
req_era,#req_era,~#req_era~,Can only happen in this era.  1 = early 2 = mid 3 = late
req_farm,#req_farm,~#req_farm~,"Event requires the province to have farm terrain. 1 = must be farm, 0 = cannot be farm."
req_forest,#req_forest,~#req_forest~,"Event requires the province to have forest terrain. 1 = must be forest, 0 = cannot be forest."
req_fornation,#req_fornation,~#req_fornation~,The event can only happen for this nation. This command can be used multiple times for the same event to enable it for multiple nations.
req_fort,#req_fort,~#req_fort~,"There must be a fort in the province. 1 = yes, 0 = no"
req_foundsite,#req_foundsite,~#req_foundsite~,Event requires [sitename] to be in the province and discovered.
req_freesites,#req_freesites,~#req_freesites~,The province must have at least  free site slots for the event to happen. Remember to use this requirement if the event creates a site.
req_freshwater,#req_freshwater,~#req_freshwater~,"Event requires the province to have fresh water. 1 = must have fresh water, 0 = cannot have fresh water."
req_friendlyench,#req_friendlyench,~#req_friendlyench~,This enchantment must be active and friendly.
req_fullowner,#req_fullowner,~#req_fullowner~,"The event requires this nation to control the province, any fort (if present) and to have positive dominion in the province."
req_gem,#req_gem,~#req_gem~,There must be at least one gem of the required type in the gem treasury. Gem types are listed in the table below.
req_godismnr,#req_godismnr,~#req_godismnr~,"Requires the event owners Pretender God (or Disciple) to be a specific monster type.  Events with scale requirements can only trigger if the province has the required scale at the required level. The value for scale requirements can range from -3 to 3. When a negative number is used as an argument, the event can happen in the opposite scale as well.  For example, #req_growth -1 would allow the event to happen if the province has a Growth / Death scale of Death 1, neutral or any level of Growth, but cannot happen if the scale value is Death 2 or Death 3."
req_gold,#req_gold,~#req_gold~,The nation must have at least this much gold in the treasury.
req_growth,#req_growth,~#req_growth~,Growth scale required.
req_heat,#req_heat,~#req_heat~,Heat scale required.
req_hiddensite,#req_hiddensite,~#req_hiddensite~,Event requires [sitename] to be in the province and not discovered.
req_hostileench,#req_hostileench,~#req_hostileench~,This enchantment must be active and hostile.
req_humanoidres,#req_humanoidres,~#req_humanoidres~,There must be a humanoid researcher present in the province for the event to happen.
req_indepok,#req_indepok,~#req_indepok~,"Event can also happen to independents. 1 = yes, 0 = no."
req_lab,#req_lab,~#req_lab~,"There must be a lab in the province. 1 = yes, 0 = no"
req_land,#req_land,~#req_land~,"Event requires land province. 1 = land, 0 = sea."
req_lazy,#req_lazy,~#req_lazy~,Sloth scale required.
req_luck,#req_luck,~#req_luck~,Luck scale required.
req_magic,#req_magic,~#req_magic~,Magic scale required.  The argument of  means monster name or monster number.
req_maxdef,#req_maxdef,~#req_maxdef~,There may not be more than  PD in the province for the event to happen. The value varies with +/- 25%.
req_maxdominion,#req_maxdominion,~#req_maxdominion~,The province must have a dominion strength of no more than  for the event to happen. Negative values can be used and mean that enemy dominion of that strength or stronger is required for the event to happen.
req_maxpop,#req_maxpop,~#req_maxpop~,There may not be more than this amount of population in the province. One dekapop = 10 population in game.
req_maxtroops,#req_maxtroops,~#req_maxtroops~,There may not be more than this many troops in the province for the event to happen.
req_maxturn,#req_maxturn,~#req_maxturn~,The event cannot happen after this turn.
req_maxunrest,#req_maxunrest,~#req_maxunrest~,There cannot be more than  unrest in the province for the event to happen. The value varies with +/- 25%.
req_mindef,#req_mindef,~#req_mindef~,There must be at least  PD in the province for the event to happen. The value varies with +/- 25%.
