10d6units,The nation that owns the event gains 10d6 units.
mountainrec,This unit can be recruited in mountain provinces with or without fort. See the box below for all command names.
mountainsurvival,Monster has the Mountain Survival skill. Mountain terrain does not hinder movement and the monster can cross mountain passes even if it is cold in the provinces the pass connects.
mounted,Indicates the monster is mounted. Mounted monsters have increased defense (+3) and do not suffer from armor encumbrance but should have about two extra in basic encumbrance.
mountedhumanoid,Regarding hit locations this is the same as humanoid but it removes the boot item slot and is provided for convenience because humanoid cavalry is very common. Use this for cavalry centaurs and similar.
mountiscom,If this is set to one the mount is also a commander. This command is used for some gods that have divine mounts.
mountmnr,Use this to give a mount to a rider. The sprite of the unit should be the standard sprite of the rider sitting on his mount.
mr,The item grants a magic resistance bonus.
mrnegates,The effects of the weapon can be resisted by MR.
mrnegateseasily,The effects of the weapon can be easily resisted by MR.
msg,"Message text for the event. For many event modding commands that need item or site names to be determined for the event to function, the item or site name to be added to the end of the text of this command in brackets."
multihero1,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero2,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero3,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero4,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero5,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero6,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
multihero7,"Gives a multihero to the modded nation. Use e.g. #multihero1 to set the first of seven possible multiheroes. A multihero is a hero that never runs out, i.e. there is an infinite supply of that type of hero."
mute,The item bearer becomes Mute. The affliction cannot be healed until the item is removed.
naga,Snake like lower part and a humanoid upper body. Use this for nagas.
name,Sets the name of the nation. Even though the name of a nation is changed the file names for the 2h and trn files will be the same as the old nations. If the name is changed then this must be the first command when modifying the nation.
nametype,Sets the type of random name that this monster gets when its a commander. For name numbers and their meaning see table Name Types. If you do not set the name type explicitly then Dominions will take a guess based on gender size resistances and so forth and sometimes come up with the correct result anyway. Nametypes 161 \u2013 299 should be used for modding purposes.
nat,Sets the nation for the following two commands.
natcom,Adds a monster that can be recruited as commander if the site is owned by the nation set by the #nat command.
nation,"Sets the nation that owns the event. The default owner is independents.  -1 = random enemy -2 = province owner The effects of the event are applied in the province where the event occurs and by the nation who owns the event. In an event with an attack, it can be used to set the attacking troops to be non-independents."
nationench,Sets the event owner to the nation that has this global enchantment active. This command is useful to create global enchantments that spawns units owned by the caster of the global enchantment.
nationinc,The nation will receive this much extra gold each month. The percentage value can be negative to make a nation that earn less gold.
nationrebate,The item is 20% cheaper to forge for this nation. Can be used multiple times on one item to enable it for a few nations. A nation nbr of -1 uses the last manipulated nation so this command can be used with #newnation.
natmon,Adds a monster that can be recruited if the site is owned by the nation set by the #nat command.
natural,Marks the weapon as a natural ranged weapon. Use this for things like breath weapons or mind blasts. Weapons with this attribute will not be affected by blesses like fire weapons.
natureattuned,Chance of getting a bonus level of magic when transformed into this being.  In place of [path] insert the name of the magic path in all lower case for the correct command (#fireattuned #airattuned etc).
natureblessbonus,Gods of this nation will get extra bless design points of this type.
natureboost,One commander determined by target requirements or the monster number may gain +1 Nature magic.
naturerange,All Nature rituals cast in this province have their range increased by
neednoteat,This monster doesnt need any food and doesnt consume any supplies. To create a monster that cannot starve but still eats combine this effect with a negative #supplybonus.
neighbour, Makes it possible to move between these two provinces (in both directions). Use the map editor to set province neighbors. Doing it from the map file with a text editor is VERY difficult.
neighbourspec, This command can be used to create a mountain pass or other type of special border between two provinces. Spcnbr indicates a special border types from these values: 0 = standard border
newarmor,Armor nbr should be a number between 300 and 999. It must not be the same as any other armor. This new armor will be affected by the following modding commands and there should be an #end command at the end.
newdom ,Changes dominion to that of the event owner and sets it to the level of 1d(value) candles.
newevent,This command creates a new event. All subsequent commands will modify this event until modding the event is finished with the #end command.
newitem,Creates a new magic item and selects it for modding by the following commands. End modding the magic item with the #end command.
newmerc,Creates a new mercenary band. Always end modifying it with an #end command.
newmonster,"Monster nbr should be a number between 3500 and 8999. It must not be the same as any other monster. This new monster will be affected by the following modding commands and there should be an #end command at the end. It is not necessary to set a monster number when creating a new monster. It is not recommended to use a monster number with monsters that have unique names like Sorceress of the Sacred Fire because that will reduce the risk of conflicts between mods. If a monster number is not used, Dominions will automatically use the first free number from 3500+ for the monster. In this instance all references to the monster in other modding (such as spells or magic sites) must be by name. Using lower hard coded numbers later in the mod may overwrite the number initially assigned by a numberless #newmonster command."
newnation,This command can be used to add a new nation instead of #selectnation. The command automatically uses the first free nation number of 120 or higher that is available. Always use #end command at the end of modifying a nation.
newsite,Site nbr (optional) should be a number between 1500 and 1998. It must not be the same as any other site. This new site will be affected by the following modding commands and there should be an #end command at the end.
newspell,Creates a new spell and selects it for modding by the following commands. End creating the spell with the #end command.
newweapon,Weapon number for new weapons should be a number between 800 and 1999. It must not be the same as any other weapon. This new weapon will be affected by the following modding commands and there should be an #end command at the end.
nextingeo,The spell after this will also take effect if it cast in this terrain. For combat spells only.
nextspell,With this command the effect of another spell will also take place when the effect of the main spell occurs. The nextspell takes place on every area where the main spell takes effect. So make sure the area of the second spell isnt greater than 1 or there will be overlaps.
nhwound,The item bearer suffers a Never Healing Wound which cannot be healed until the item is removed.
nightmareaura,Any nearby enemy units will experience horrible visions and take false damage (1 point) if they fail a magic resistance roll. Mindless beings are immune.
noaging,The wielder of this item has a chance of not aging each year.
noagingland,Friendly units in the same province as this item have a chance of not aging each year.
nobadevents,The monster will reduce the chance of negative events in his current province. The value is the percent chance of negating a possible bad event.
nobarding,This mount does not have a barding slot. This is used for e.g. the humans that carry a throne with an emperor in it
nocastmindless,1 means mindless units cannot cast this spell.
nocoldblood,The item cannot be used by coldblooded beings.
nodeathsupply,A death scale does not adversely affect supplies. Abysia has this ability.
nodeepchoice,Don't generate caves
nodemon,The item cannot be used by demons.
nofalldmg,This rider will not take any damage when falling off his mount. This is used for chariot drivers that are always close to the ground
nofind,The item cannot be found after battle.
nofmounts,Sets the number of mounts that this rider has. The default is one and usually there is no need for this command. But e.g. an emperor with two people carrying his throne needs two mounts
noforeignrec,Nation cannot recruit independent units.  These commands set the nations province defense (PD).
noforgebonus,Dwarven hammers and similar will not grant any rebate when used to create this item.
nofriders,Sets the number of riders that sits on the same mount. The default is one and usually there is no need for this command. But e.g. a elephant rider that is accomanied by two more people on top of the elephant would need this command with a value of 3
nogeodst,Ritual cannot target provinces with any of these terrains. See table Terrain masks. Only used for spells that target faraway provinces
nogeosrc,Ritual cannot be cast from any of these terrains. See table Terrain masks.
noheal,This monster does not heal naturally. If it is a magic being it will heal if it is located in a province with a lab.
nohof,The monster cannot enter the Hall of Fame.
nohomelandnames, When this switch is used
noimmobile,The item cannot be used by immobile beings.
noinanim,The item cannot be used by inanimate beings.
noitem,This monster can only use misc items.
nolandtrace,1 = ritual range cannot trace over land 0 = ritual range can trace over land (default)
noleader,"This monster cannot lead units when it is a commander. Use this for scouts and assassins.  Leadership Rules, Undead beings require undead leadership Demons require undead leadership Magic beings require magic leadership. Monsters that are both undead and magic being OR demon and magic being require undead leadership"
nolog,Event does not appear in the chronicle (event history) of the province where it occurs.
nomagicleader,This monster cannot lead magic units when it is a commander (unless it it is a mage). This is the default.
nomounted,The item cannot be used by mounted beings.
nomovepen,Monster ignores movement penalty from armor. This is used for chariots.
nonamefilter, Map filter that displays province names is disabled when this command is used. Does not work correctly.
nopreach,Priests of this nation cannot preach. Mictlan has this disadvantage.
norange,This monster will never stay put in order to fire. Horrors with range weapons have this ability.
noremount,The commander will not be able to reclaim his mount through a reclaim mount order. This is used for certain gods that have divine mounts that must be prayed back
norepel,This weapon cannot be used to repel attacks.
noreqlab,Recruiting this monster never requires a lab even if it is a mage.
noreqtemple,Recruiting the monster never requires a temple even if it is sacred.
noriverpass,The monster is unable to cross rivers even when they are frozen like a vampire.
noslowrec,Removes the slowrec attribute.
nostart, Tags a province as nonstartable. No player will start here when placed at random. This command can also be set from the map editor
nostr,The strength of the weapon wielder will not be added to the damage. This is normally used for the weapons of mounts that have a damage value that is independent of the riders strength.
notdomshape,The monster changes to this shape when not inside a friendly dominion.
notext,Event does not generate a message.
notfornation,Restricts a spell so that it cannot be used by this nation. This command can be used multiple times on the same spell.
nothrowoff,"This mount will not throw off its rider if it routs or gets paralyzed. This is used on mounts that are more important than the rider, e.g. elephants, where the rider will never get off voluntarily in order to fight on the ground."
notmnr,This type of monster is unable to cast this ritual. Monster nbr can be negative for a montag. This command can be used multiple times on the same spell for non-montags.
noundead,The item cannot be used by undead.
noundeadgods,This nation cannot choose any pretender that is undead. Marignon has this feature.
noundeadleader,This monster cannot lead undead units when it is a commander (unless it it is a death or blood mage). This is the default.
nouw,This ranged weapon cannot be used underwater. This is the default property of all ranged weapons but the command can be used to remove the ability to fire underwater from an existing ranged weapon (e.g. lightning mind blast or ethereal crossbow).
nowatertrace,1 = ritual range cannot trace through water provinces 0 = Ritual range can trace through water provinces (default)
nowish,This monster cannot be wished for.
nratt,Sets the number of attacks per round for a weapon. For slow missile weapons set this value to -2 for every other round or -3 for every third round.
nreff,Sets the number of effects for this spell. For summoning spells this determines how many creatures are summoned. Add 1000 2000 or 3000 to this value to give more powerful casters more effects. Every 1000 gives one additional effect for every level of the caster. Add 500 instead to give one extra effect for every two levels the caster exceeds the requirement of the spell.
nrunits,Number of troops in the band.
okleader,Leadership value 40. This is the default value and it is the standard for non-elite commanders. Commander cost +30. Commanded units have a morale modifier of 0 for two or fewer squads and -1 for every additional squad.
okmagicleader,This monster has an innate ability to command 40 magic beings. This is a very rare ability that only most magic beings possess.
okundeadleader,This monster has an innate ability to command 40 undead beings. This is a rare ability that usually only demons or undead beings possess.
older,Makes the monster start somewhat older or younger than its calculated or preset start age.
onebattlespell,Monster will automatically cast this spell just before the battle starts. There is no fatigue cost. This spell cannot be a spell added by a mod it must be an original Dominions 5 spell. You can modify the spell used by this command though.
onisummon,This unit has a chance of attracting one or more Ko-Oni per month. The Oni will only come if there is unrest or a turmoil scale in the province. The higher the unrest and turmoil the greater chance that a group of Ko-Oni will appear. The value of this ability will also modify this chance. A normal value is 50.
onlyatsite,Ritual can only be cast in provinces containing this site.
onlycoastsrc,1 means this ritual can only be cast from a coast province.
onlycoldblood,The item can only be used by coldblooded beings.
onlydemon,The item can only be used by demons.
onlyfriendlydst,1 = can only target allied provinces 0 = turn this feature off (default)
onlygeodst,Ranged ritual can only target one of these terrains. See table Terrain masks. Only used for spells that target faraway provinces.
onlygeosrc,Ritual can only be cast from one of these terrains. See table Terrain masks for possible terrain mask values.
onlyinanim,The item can only be used by inanimate beings.
onlymnr,Only this type of monster is able to cast this ritual. Monster nbr can be negative for a montag. This command can be used multiple times on the same spell for non-montags.
onlymounted,The item can only be used by mounted beings.
onlyowndst,1 = can only target own provinces 0 = can target any province (default)
onlyundead,The item can only be used by undead.
order,"Set special event orders that are enabled for the province (investigate, accept, decline etc). If several orders are needed to be available, add together all the mask values for the orders. The nil order resets all order options. See table below."
overcharged,Grants the overcharged ability.
owner, Changes the ownership of the active province. Nation nbr indicates the new owner. Nation numbers can be found in the Early Era Nations table and the three following tables.
ownsmonrec,This monster can only be recruited if a unit of monster name type is owned by the recruiting player. Montag numbers can be used.
path,"The path of the spell. Reqnr should be 0 for the first required path and 1 for the second required path. The path nbr should be a number between -1 and 9, see table ""Magic path numbers for spells""."
path0,The path (0-8) required to choose this blessing.
path1,An optional secondary path requirement.
pathboost,"The mage who gains this event has the specified path level increased by 1, to a maximum of 5. The target of this event is set by the target requirements of the event."
pathcost,The cost for a new path in design points when this monster is used as a god. Standard is a value between 10 (arch mage) and 80 (dragon). By using this command the monster will also be selectable as a god.
pathlevel,Level required to cast this spell.
patience,The patience value increases the chances of the assassin to catch his target unawares and without bodyguards. Each point of patience decreases the chance of bodyguards being present by 10%. If the bodyguard unit has the Bodyguard ability it reduces the effectiveness of the assassins Patience.
patrolbonus,A value of ten will make this monster count as ten extra humans when it comes to patrolling. This value can also be negative for extra poor performance.
pen,The item grants a penetration bonus that makes spells cast by the bearer harder to resist.
pierce,The weapon does piercing damage. Monsters with Pierce Resistance only take half damage.
pierceres,The monster takes half damage from piercing weapons.
pillagebonus,A monster with this ability excels at pillaging. A barbarian has a pillage bonus of one which makes them count as one man extra when it comes to pillaging.
plainshape,The monster changes to this shape when moving from a forest province to a non-forest province. If the monster also has a watershape the watershape takes precedence over the plainshape such as when moving from a forest to a water province.
plant,The monster is a plant. Plants cannot be turned into zombies by Raise Dead or other methods.
poison,One commander determined by target requirements is poisoned. The poison effect is armor negating but the damage will vary a bit anyway because of the usual +2d6 -2d6 calculations.
poisonarmor,Anyone striking this monster with short weapons will be poisoned.
poisoncloud,Monster is surrounded by a poison cloud. Standard size is 6.
poisonres,The item grants a Poison Resistance bonus.
poisonskin,The monster has a skin that exudes a paralyzing poison which does fatigue damage to anyone attacking it with length 0 weapons. The value is the damage rating of the poison.
polygetmagic,1 means a unit polymorphed by this ritual will get the magic of the target creature.
polyimmune,This monster cannot be polymorphed in combat.
pooramphibian,This monster can travel under water but is hindered by it.
poorleader,Leadership value 10. This is the standard value for mages. Commander cost +15. Commanded units have a morale modifier of -1 if in a single squad and an additional -1 for every additional squad.
poormagicleader,This monster has an innate ability to command 10 magic beings. This is a very rare ability that only most magic beings possess.
poorundeadleader,This monster has an innate ability to command 10 undead beings. This is a rare ability that usually only demons or undead beings possess.
popkill,The monster kills [10 x amount] of population in the province it resides in every month. This applies to both commander and non-commander units with this attribute.
poppergold,The amount of people required for one gold in taxes. Default is 100.
poptype, Sets the population type of the active province. This determines which troops may be recruited in the province. Poptype numbers can be found in the large table on the following page. If poptype is set with a number higher than existing poptypes
population, Sets the population number of the active province.
prec,The item grants a precision bonus.
precision,Set the precision for this spell.
priestreanim,All priests of this nation are able to reanimate the dead as if the had the #reanimpriest attribute. They also gain the 15 points of undead leadership per holy magic level they would have received from that attribute.
prophetshape,Unit will change into this monster when made a prophet. Monster nbr can be negative for montag usage.
prot,The monsters natural protection. This value should be 0 for all humans 5 for a lizardman or about 18 for a huge and scaly dragon.
provrange,Sets the range of a ritual in provinces.
purgecalendar,Removes an event determined by attr from the global event calendar.  1 = the event that had been added after this event would be affected. 0 = current event -1 = the previous event. The event calendar contains the planned global events that will occur in the coming 7 months.
purgedelayed,Removes an event from the delayed event list (same attr as previous command). Delayed events are events added by the #delay command.
quadruped,Four legged beasts. Use this for Elephants lions wolves and similar.
quickness,The item grants Quickness (double movement +2 attack & defense attacks twice as often).
raiseonkill,Monster has a chance in percent to raise the people it kills as soulless.
raiseshape,Changes soulless to another kind of unit for the #raiseonkill or #dt_raise effects. Monster number can be negative for montag usage.
randequip,How powerful magic equipment the commander will have. 0=none 3=extremely powerful stuff.
randomequip, Gives random magic items to the active commander. Rich must be between 0 and 4. A value of 0 means small chance of getting a magic item and 4 means large chance of getting many powerful items.
randomspell,The monster has a
range,Sets the battlefield range for this spell. Add 5000 to this value to give longer range (5 extra per level) to more powerful casters.
range0,This ranged weapon can also be used in melee.
range050,This ranged weapon has a 50% chance of being used in melee.
raredomsummon,There is a flat 8% chance of summoning one creature of this type when in a province with friendly dominion.
rarity,"Sets the rarity of the event. Normal events should use number 1, 2, -1, -2, -11 or -12. The other numbers are always events that are best used for creating global enchantment effects or special dominion effects."
rcost,The cost in resources. The resource cost of weapons and armor will be added to this. Most human troops have a rcost of one. Heavy cavalry have a base rcost of 8 - 20 (to represent the barding of the mount) combined with #ressize 2 for human-sized armor and weapons.
reanimator,The monster will reanimate this number of corpses automatically every turn.
reanimpriest,A priest with this attribute will be able to raise undead.
recallgod,The nation is better at Call God than other nations. This value is added to the priest level of all priests when they perform Call God.
reclimit,The monster can only be recruited in limited numbers. You can only recruit
reconst,"Works like regeneration, but only affects inanimate beings."
recrate,The rate at which new troops are bought. A value of 100 means one per month.
recuperation,The item grants the recuperation ability.
reform,This is a combat ability. The monster has this chance of getting a new healthy body when killed.
reformtime," Alters the time taken to reform the immortal’s body. The standard time is 3 months, use #reformtime -2 if you want the immortal to reappear the next month."
regainmount,If this is set to 1 the rider will regain any lost mount(s) for free after the battle
regeneration,The monster regenerates like a troll and heals damage every combat round. The percent value indicates how many percent of its total hit points are regenerated every turn. The standard value for regeneration is 10.
reinvigoration,Reduces the fatigue by points amount every turn in battle. This value can be negative to gain extra fatigue in battle instead. Lower fatigue reduces the chance of the monster suffering critical hits while higher fatigue increases it.
remount,"The commander determined by target requirements regains his mount, should he have lost it."
removesite,Removes a site from the province. Use -1 for site number to place [sitename] instead. [sitename] must be added to event message text in brackets. The site will be be removed regardless of being found or not.
req_2monsters,This monster must be present in the province and there must be at least 2 of them.
req_5monsters,This monster must be present in the province and there must be at least 5 of them.
req_anycode,"Event code must be present somewhere in the world. Can be used multiple times for an event. If the command is used multiple times, one of the codes being present is sufficient to fulfill the requirement."
req_arenadone,The will require that an arena battle has taken place (been resolved) earlier this turn. If set to zero an arena battle must not have taken place.
req_capital,Event can only happen in capital provinces. This includes conquered capital provinces.  1 = only in capitals 0 = never in capitals
req_cave,"Event requires the province to have cave terrain. 1 = must be cave, 0 = cannot be cave."
req_chaos,Turmoil scale required.
req_claimedthrone,The throne [sitename] must be claimed by someone. Combine with #req_site to target the throne province.
req_coast,"Event requires the province to have coastal terrain. 1 = must be coast, 0 = cannot be coast."
req_code,"Province must have this event code. Can be used multiple times for an event. If the command is used multiple times, one of the codes being present is sufficient to fulfill the requirement. Use #req_code 0 for events that generate event codes. Otherwise they may break ongoing event chains."
req_cold,Cold scale required.
req_commander,"There must be a non-sneaking commander present for the event to happen. 1 = yes, 0 = no."
req_deadmnr,"This monster must be present or be among the dead monsters or the event cannot happen. Unique monsters and heroes stay among the dead monsters when they are killed, ordinary monsters are purged from memory when they are killed. Use this command to see if a unique monster has ever been summoned to the game."
req_death,Death scale required.
req_domchance,"Requires a dominion and the higher dominion the higher the chance of this event happening. The owner of the dominion, friendly or not, does not matter for this command. The event will have dominion value * this value % chance of happening (if it should have happened without this command that is). This command can be used to create global enchantments that have the chance of something happening scale with dominion strength."
req_dominion,The province must have the owners dominion at  candles or more.
req_domowner,The event requires this nation to have dominion in the province.
req_ench,This enchantment must be active.
req_enchdom,This enchantment must be active and in its owners dominion.
req_era,Can only happen in this era.  1 = early 2 = mid 3 = late
req_farm,"Event requires the province to have farm terrain. 1 = must be farm, 0 = cannot be farm."
req_forest,"Event requires the province to have forest terrain. 1 = must be forest, 0 = cannot be forest."
req_fornation,The event can only happen for this nation. This command can be used multiple times for the same event to enable it for multiple nations.
req_fort,"There must be a fort in the province. 1 = yes, 0 = no"
req_foundsite,Event requires [sitename] to be in the province and discovered.
req_freesites,The province must have at least  free site slots for the event to happen. Remember to use this requirement if the event creates a site.
req_freshwater,"Event requires the province to have fresh water. 1 = must have fresh water, 0 = cannot have fresh water."
req_friendlyench,This enchantment must be active and friendly.
req_fullowner,"The event requires this nation to control the province, any fort (if present) and to have positive dominion in the province."
req_gem,There must be at least one gem of the required type in the gem treasury. Gem types are listed in the table below.
req_godismnr,"Requires the event owners Pretender God (or Disciple) to be a specific monster type.  Events with scale requirements can only trigger if the province has the required scale at the required level. The value for scale requirements can range from -3 to 3. When a negative number is used as an argument, the event can happen in the opposite scale as well.  For example, #req_growth -1 would allow the event to happen if the province has a Growth / Death scale of Death 1, neutral or any level of Growth, but cannot happen if the scale value is Death 2 or Death 3."
req_gold,The nation must have at least this much gold in the treasury.
req_growth,Growth scale required.
req_heat,Heat scale required.
req_hiddensite,Event requires [sitename] to be in the province and not discovered.
req_hostileench,This enchantment must be active and hostile.
req_humanoidres,There must be a humanoid researcher present in the province for the event to happen.
req_indepok,"Event can also happen to independents. 1 = yes, 0 = no."
req_lab,"There must be a lab in the province. 1 = yes, 0 = no"
req_land,"Event requires land province. 1 = land, 0 = sea."
req_lazy,Sloth scale required.
req_luck,Luck scale required.
req_magic,Magic scale required.  The argument of  means monster name or monster number.
req_maxdef,There may not be more than  PD in the province for the event to happen. The value varies with +/- 25%.
req_maxdominion,The province must have a dominion strength of no more than  for the event to happen. Negative values can be used and mean that enemy dominion of that strength or stronger is required for the event to happen.
req_maxpop,There may not be more than this amount of population in the province. One dekapop = 10 population in game.
req_maxtroops,There may not be more than this many troops in the province for the event to happen.
req_maxturn,The event cannot happen after this turn.
req_maxunrest,There cannot be more than  unrest in the province for the event to happen. The value varies with +/- 25%.
req_mindef,There must be at least  PD in the province for the event to happen. The value varies with +/- 25%.
req_minpop,There must be at least this much population in the province.
req_mintroops,There must be at least this many troops in the province for the event to happen.
req_minunrest,There must be at least  unrest in the province for the event to happen. The value varies with +/- 25%.
req_mnr,This monster must be present somewhere in the world or the event cannot happen. The command can be used multiple times and then all of the monsters must be in the world.
req_monster,This monster must be present in the province.
req_mountain,"Event requires the province to have mountain or border mountain terrain. 1 = must be mountain, 0 = cannot be mountain."
req_mydominion,Event requires province owners dominion. 0 = must not have owners dominion.
req_myench,This enchantment must be active and owned by the event owner.
req_nation,This nation must be in play for the event to happen.
req_nearbycode,Event code must be present in a neighboring province.
req_nearbysite,Event requires [sitename] to be in the province or adjacent provinces.
req_nearowncode,Current province or neighboring province owned by the same player must have this event code.  4.12 Enchantment Requirements These commands are intended for global enchantment creation.
req_noench,This enchantment cannot be active.
req_noera,Cannot happen in this era.
req_nomnr,"This monster must not be present in the world or the event cannot happen. This requirement is best used with unique monsters or national heroes. This command can be used multiple times and then none of the monsters may be in the world.  For example, #req_nomnr 563 would require the Queen of Storms to not have been summoned yet. If she has already been summoned, the event can no longer happen. If she is killed, the event can happen again until she is summoned once more."
req_nomonster,This monster cannot be present in the province.
req_nonation,If this nation is in play the event cannot occur.
req_nopathair,There cannot be an Air mage of this level or higher in the province.
req_nopathall,"There cannot be a mage or priest of any kind of this level or higher in the province.  A single commander must fulfill all target requirements for the event to occur. Some commands may be used multiple times with different values (e.g. Monster types), in which case one of the conditions being present fulfills that requirement."
req_nopathastral,There cannot be an Astral mage of this level or higher in the province.
req_nopathblood,There cannot be a Blood mage of this level or higher in the province.
req_nopathdeath,There cannot be a Death mage of this level or higher in the province.
req_nopathearth,There cannot be an Earth mage of this level or higher in the province.
req_nopathfire,There cannot be a Fire mage of this level or higher in the province.
req_nopathglamour,There cannot be a Glamour mage of this level or higher in the province
req_nopathholy,There cannot be a Priest of this level or higher in the province.
req_nopathnature,There cannot be a Nature mage of this level or higher in the province.
req_nopathwater,There cannot be a Water mage of this level or higher in the province.
req_noseason,The event cannot happen in this season.
req_nositenbr,"There cannot be this site in the province. If there is, the event cannot happen. This command only accepts the site number as an attribute."
req_notanycode,"Event code must not be present in the world. Can be used multiple times for an event. If the command is used multiple times, none of the codes may be present."
req_notforally,This nation and its allies cannot receive the event. In a non-disciple game this will have the same effect as req_notfornation.
req_notfornation,This nation cannot receive the event. The old variant req_notnation can also be used for the same effect.
req_notnation,This nation cannot receive the event. OLD VARIANT
req_noworlditem,If you figure this one out please tell me so I can add it. 
req_order,Order scale required.
req_owncapital,Event can only happen in event owners own capital province.  1 = only in event owners capital 0 = never in event owners capital
req_pathair,There must be an Air mage of at least this level in the province.
req_pathastral,There must be an Astral mage of at least this level in the province.
req_pathblood,There must be a Blood mage of at least this level in the province.
req_pathdeath,There must be a Death mage of at least this level in the province.
req_pathearth,There must be an Earth mage of at least this level in the province.
req_pathfire,There must be a Fire mage of at least this level in the province.
req_pathglamour,There must be a Glamour mage of at least this level in the province
req_pathholy,There must be a Priest of at least this level in the province.
req_pathnature,There must be a Nature mage of at least this level in the province.
req_pathwater,There must be a Water mage of at least this level in the province.
req_permonth,This event can only happen  times per month.
req_pop0ok,The event can also happen in provinces with no population. Standard events are limited to provinces with at least 50 population (5 dekapop).
req_poptype,The province must have the correct poptype.
req_preach,Event has a chance of  per priest level of happening when a priest is present and preaching the teachings of his god.
req_pregame,"The event can happen before the first turn, right after the game has been created, but it will never occur otherwise. The message from this events will show up on the first turn of the game. There are no events like this in the standard game (unless you count the two introduction messages), but it can be used to create special start conditions for mods. These events must have an \u2018always rarity as no normal events will occur before the first turn."
req_prod,Production scale required.
req_rare,The event is extra rare and only has a  chance of being valid when rolled. An always event can be combined with #req_rare to set its chance of happening (per province).
req_researcher,There must be a researcher present in the province for the event to happen.
req_season,Event requires this season to happen.  0 = spring 1 = summer 2 = fall 3 = winter
req_site,Event requires [sitename] to be in the province. It can be discovered or hidden.
req_story,"Event only happens when story events are enabled. 1 = yes, 0 = no."
req_swamp,"Event requires the province to have swamp. 1 = must be swamp, 0 = cannot be swamp."
req_targaff,Target must have this affliction.
req_targally,If you figure this one out please tell me so I can add it. 
req_targanimal,Target must (not) be an animal.
req_targdemon,Target must (not) be a demon.
req_targforeignok,Indicates that the target can be owned by someone else than the owner of the land. The default (without this command) is that all req_targ\u2026 commands only target commanders that are owned by the player that owns the land where the event occurs.
req_targgod,Target must be god.  1 = must be pretender or disciple 0 = cannot be pretender or disciple
req_targhumanoid,Sets item slot requirement for target.  1 = must have hands 0 = must not have hands
req_targimmobile,Target must (not) be immobile.
req_targinanimate,Target must (not) be an inanimate being.
req_targitem,Target must have this magic item.
req_targmagicbeing,Target must (not) be a magic being.
req_targmale,Sets targets gender requirement.  1 = must be male 0 = must be female
req_targmaxsize,"Target must be this size of smaller.  These commands set event code requirements that must be fulfilled for the event to take place. They are generally used in event chains where the event requires another event to have taken place previously.  There is a risk of incompatible mods if the same event codes are used across different mods!  Please use only negative event codes from -300 and downwards, or it may interfere with the events in the vanilla game (except for 0, which is default)."
req_targmindless,Target must (not) be mindless.
req_targminsize,Target must be this size or larger.
req_targmnr,Target commander must be this monster type. This command can be used multiple times.
req_targnoaff,If you figure this one out please tell me so I can add it. 
req_targnoitem,Target must not have this magic item.
req_targnomnr,Target commander mustnt be this monster type. This command can be used multiple times.
req_targnoorder,If you figure this one out please tell me so I can add it. 
req_targnopath1,Must have level 0 in target magic path.
req_targnopath2,Must have level 0-1 in target magic path.
req_targnopath3,Must have level 0-2 in target magic path.
req_targnopath4,Must have level 0-3 in target magic path.
req_targnotally,If you figure this one out please tell me so I can add it. 
req_targnotowner,If you figure this one out please tell me so I can add it. 
req_targorder,"Target must be performing these orders. This command can be used multiple times, in which case one of the conditions being present is sufficient to fulfill the requirement. Target orders are listed in the table below."
req_targowner,Target must owned by this nation. Negative nation number cannot be used and the command can only be used once per event.
req_targpath1,Must have level 1+ in target magic path.
req_targpath2,Must have level 2+ in target magic path.
req_targpath3,Must have level 3+ in target magic path.
req_targpath4,Must have level 4+ in target magic path.
req_targprophet,Target must be a prophet.  1 = must be a prophet 0 = cannot be a prophet
req_targundead,Target must (not) be an undead.
req_temple,"There must be a temple in the province. 1 = yes, 0 = no"
req_turn,The event cannot happen before this turn.
req_unclaimedthrone,The throne [sitename] must be present in the game and unclaimed. Combine with #req_site to target the throne province.
req_unique,The event can only happen  times during the course of the game.
req_unluck,Misfortune scale required.
req_unmagic,Drain scale required.
req_waste,"Event requires the province to have waste terrain. 1 = must be waste, 0 = cannot be waste."
req_worlditem,If you figure this one out please tell me so I can add it. 
reqeyes,The item can only be used by a being with eyes.
reqlab,Recruiting the monster requires a lab.
reqnoplant,If you figure this one out please tell me so I can add it. 
